,P1Cost,P2Cost,E[c1-c2]
0,0.0349481384576364,0.03869873985476292,-0.0037506013971265253
1,0.035780341436802254,0.039369239784774385,-0.0035888983479721304
2,0.034158210671265656,0.0391843688441676,-0.0050261581729019456
3,0.03429272914081369,0.03619415407150942,-0.0019014249306957345
4,0.034036241180243745,0.04008625308046716,-0.006050011900223418
5,0.03350061395547488,0.03937750843898679,-0.005876894483511912
6,0.036636787949506734,0.038278792745767246,-0.0016420047962605114
7,0.03493590172938072,0.040185574136601704,-0.005249672407220983
8,0.034028073160357296,0.037819161708599024,-0.003791088548241728
9,0.03316907255148772,0.039157704904989855,-0.005988632353502138
10,0.03423699460467595,0.03848612368827572,-0.00424912908359977
11,0.035397757608115324,0.04019143887496146,-0.0047936812668461365
12,0.034398001753779925,0.03743465647017929,-0.003036654716399363
13,0.03430987938348604,0.040501177127808145,-0.006191297744322102
14,0.034622188526661615,0.0385793592401846,-0.003957170713522987
15,0.034794384628792856,0.038130806342286785,-0.0033364217134939297
16,0.035004717796058314,0.03855550363794139,-0.003550785841883078
17,0.03446803969693736,0.037534188374624924,-0.0030661486776875635
18,0.03626777864835792,0.03933141881608724,-0.003063640167729316
19,0.035505241313254936,0.04041966059216402,-0.0049144192789090865
20,0.034861260973237954,0.03832455145734676,-0.0034632904841088094
21,0.03608424501876222,0.03797249487936584,-0.0018882498606036177
22,0.034815987974122886,0.03908885642183557,-0.0042728684477126855
23,0.03395522388059701,0.03791551246537396,-0.003960288584776948
24,0.035095165461900654,0.03599893019523937,-0.0009037647333387175
25,0.03300285935704551,0.03765768405909073,-0.004654824702045222
26,0.03353405593469825,0.040067952274144954,-0.003929539359793706
27,0.03438886379937837,0.038804614891571415,-0.0044670918830655056
28,0.03472332749747997,0.03790881069612906,-0.003391986836521907
29,0.035788797945755096,0.0374261501857941,0.0005375525232717993
