,P1Cost,P2Cost,E[c1-c2]
0,0.03929638234317955,0.05485400682011935,-0.0155576244769398
1,0.038292647117707516,0.05654382046373112,-0.0182511733460236
2,0.0373793029662717,0.05569836048106762,-0.01831905751479592
3,0.04013062698296805,0.054643423983354894,-0.014512797000386844
4,0.037539968159257225,0.05596249633753296,-0.018422528178275735
5,0.03712911201892066,0.05459163788353246,-0.0174625258646118
6,0.0371128811350611,0.05680913193522697,-0.01969625080016587
7,0.038998472471275816,0.05673853369933108,-0.017740061228055264
8,0.03666470336260441,0.05547112462006079,-0.01880642125745638
9,0.0384966075786425,0.05681803089264606,-0.018321423314003563
10,0.039393498750776634,0.0548205423193718,-0.015427043568595165
11,0.03825954484104181,0.05566106647187728,-0.01740152163083547
12,0.03828699179373218,0.055712054256838846,-0.01742506246310667
13,0.039807778866265985,0.05634291509862012,-0.016535136232354135
14,0.039482433043432005,0.05578895424052068,-0.016306521197088676
15,0.03795242186660939,0.05525868027861966,-0.01730625841201027
16,0.038839191192038956,0.05839590353134701,-0.01955671233930805
17,0.03742945373229688,0.05641039328466764,-0.018980939552370762
18,0.038566388710711996,0.05563551078062951,-0.017069122069917515
19,0.03633451244744043,0.05589954130280701,-0.01956502885536658
20,0.03916379642804899,0.054725901718387954,-0.015562105290338961
21,0.03890763955855566,0.054922376374723726,-0.016014736816168065
22,0.03807588438193535,0.05639466978126991,-0.018318785399334563
23,0.03954052568793813,0.05628567990694814,-0.01674515421901001
24,0.03776836648808967,0.053792159336456,-0.01602379284836633
25,0.03938617567800773,0.054946230806270396,-0.015560055128262668
26,0.038040514478007,0.05587617350602377,-0.017341839961659562
27,0.039875912020024495,0.05595584039913486,-0.017896834599137792
28,0.0390588611048268,0.05705314138215493,-0.016786845324181333
29,0.03689633569267272,0.0555933469382311,0.0005549946374782296
