,P1Cost,P2Cost,E[c1-c2]
0,0.022424852886603404,0.060468581615954656,-0.03804372872935125
1,0.02354852888291,0.05744613182793989,-0.03389760294502989
2,0.0212315919703077,0.05539865017171195,-0.034167058201404255
3,0.022344581172423907,0.05578711125360693,-0.03344253008118302
4,0.023123243677238055,0.0564622496969051,-0.03333900601966705
5,0.0223733595975191,0.05454715194515944,-0.03217379234764034
6,0.023033219704565202,0.05560550150956055,-0.03257228180499534
7,0.022862862862862862,0.05741601239117663,-0.034553149528313766
8,0.02272302724628399,0.05467018749751198,-0.031947160251227985
9,0.022535324020333827,0.056877531443189085,-0.03434220742285526
10,0.023081622353847378,0.05757361664689337,-0.034491994293045995
11,0.022939824711415136,0.0562478366216684,-0.03330801191025326
12,0.02335212087534069,0.056455461293743375,-0.03310334041840268
13,0.023012020805755012,0.054809141972755535,-0.03179712116700052
14,0.023040921636865476,0.057727994873369555,-0.03468707323650408
15,0.022047307337054737,0.0555204028056382,-0.03347309546858346
16,0.022791266004356374,0.056519940758135746,-0.03372867475377937
17,0.02285249269600715,0.054017492398976706,-0.031164999702969556
18,0.022441770908028576,0.05561742724113409,-0.03317565633310551
19,0.022297207886727538,0.057838395476895454,-0.035541187590167916
20,0.022941629692606075,0.05606506315971621,-0.033123433467110136
21,0.02329630023389326,0.05719202753541983,-0.03389572730152657
22,0.022969396305212338,0.05474900589789437,-0.031779609592682036
23,0.022795664562861175,0.05654781783934702,-0.03375215327648585
24,0.023890379101203767,0.05661920467648084,-0.03272882557527708
25,0.022476266880599012,0.056667598918587775,-0.03419133203798876
26,0.023165868151280748,0.0561949085865927,-0.0335546443637135
27,0.022481619846577237,0.05840151706029784,-0.03408563409083694
28,0.02442453701843892,0.05744882816155728,-0.03302365463659006
29,0.02299249606109969,0.05621127964110233,0.0005309897271234404
